n	r	m
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40475,"start":4615,"end":11439,"label":"RELATION","properties":{"article":"제447조","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11439,"labels":["Entity"],"properties":{"name":"징역과 벌금의 병과 결정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40476,"start":4615,"end":11439,"label":"RELATION","properties":{"article":"제447조","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11439,"labels":["Entity"],"properties":{"name":"징역과 벌금의 병과 결정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40485,"start":4615,"end":11444,"label":"RELATION","properties":{"article":"제443조의2제1항","confidence":0.95,"type":"요구함"},"type":"relationship"}	{"id":11444,"labels":["Entity"],"properties":{"name":"벌금 병과"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40554,"start":4615,"end":11479,"label":"RELATION","properties":{"article":"제448조의2","confidence":0.95,"type":"면제함"},"type":"relationship"}	{"id":11479,"labels":["Entity"],"properties":{"name":"형벌"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40555,"start":4615,"end":11479,"label":"RELATION","properties":{"article":"제448조의2","confidence":0.95,"type":"면제함"},"type":"relationship"}	{"id":11479,"labels":["Entity"],"properties":{"name":"형벌"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40556,"start":4615,"end":11479,"label":"RELATION","properties":{"article":"제448조의2","confidence":0.95,"type":"면제함"},"type":"relationship"}	{"id":11479,"labels":["Entity"],"properties":{"name":"형벌"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40557,"start":4615,"end":11480,"label":"RELATION","properties":{"article":"제448조의2","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11480,"labels":["Entity"],"properties":{"name":"형벌 등의 감면"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40558,"start":4615,"end":11480,"label":"RELATION","properties":{"article":"제448조의2","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11480,"labels":["Entity"],"properties":{"name":"형벌 등의 감면"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40559,"start":4615,"end":11480,"label":"RELATION","properties":{"article":"제448조의2","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11480,"labels":["Entity"],"properties":{"name":"형벌 등의 감면"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40836,"start":4615,"end":11563,"label":"RELATION","properties":{"article":"제146조제1항","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":11563,"labels":["Entity"],"properties":{"name":"누구든지 증인으로 신문하는 행위"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40837,"start":4615,"end":11563,"label":"RELATION","properties":{"article":"제146조제1항","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":11563,"labels":["Entity"],"properties":{"name":"누구든지 증인으로 신문하는 행위"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40838,"start":4615,"end":11564,"label":"RELATION","properties":{"article":"제146조제1항","confidence":0.95,"type":"권한을가짐"},"type":"relationship"}	{"id":11564,"labels":["Entity"],"properties":{"name":"증인 신문 권한"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40839,"start":4615,"end":11564,"label":"RELATION","properties":{"article":"제146조제1항","confidence":0.95,"type":"권한을가짐"},"type":"relationship"}	{"id":11564,"labels":["Entity"],"properties":{"name":"증인 신문 권한"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40884,"start":4615,"end":11597,"label":"RELATION","properties":{"article":"제101조제11항","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11597,"labels":["Entity"],"properties":{"name":"검사의 의견 청취"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40894,"start":4615,"end":11606,"label":"RELATION","properties":{"article":"제256조제2항","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11606,"labels":["Entity"],"properties":{"name":"제1항의 취지를 피고에게 알림"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40895,"start":4615,"end":11606,"label":"RELATION","properties":{"article":"제256조제2항","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11606,"labels":["Entity"],"properties":{"name":"제1항의 취지를 피고에게 알림"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40966,"start":4615,"end":11635,"label":"RELATION","properties":{"article":"제335조의14","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11635,"labels":["Entity"],"properties":{"name":"회사의 재산상태 등을 고려한 공정한 가액 산정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40967,"start":4615,"end":11635,"label":"RELATION","properties":{"article":"제335조의14","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11635,"labels":["Entity"],"properties":{"name":"회사의 재산상태 등을 고려한 공정한 가액 산정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40968,"start":4615,"end":11635,"label":"RELATION","properties":{"article":"제335조의14","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11635,"labels":["Entity"],"properties":{"name":"회사의 재산상태 등을 고려한 공정한 가액 산정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40969,"start":4615,"end":11635,"label":"RELATION","properties":{"article":"제335조의14","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11635,"labels":["Entity"],"properties":{"name":"회사의 재산상태 등을 고려한 공정한 가액 산정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40970,"start":4615,"end":11635,"label":"RELATION","properties":{"article":"제335조의14","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11635,"labels":["Entity"],"properties":{"name":"회사의 재산상태 등을 고려한 공정한 가액 산정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40971,"start":4615,"end":11635,"label":"RELATION","properties":{"article":"제335조의14","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11635,"labels":["Entity"],"properties":{"name":"회사의 재산상태 등을 고려한 공정한 가액 산정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":40972,"start":4615,"end":11635,"label":"RELATION","properties":{"article":"제335조의14","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11635,"labels":["Entity"],"properties":{"name":"회사의 재산상태 등을 고려한 공정한 가액 산정"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41135,"start":4615,"end":11720,"label":"RELATION","properties":{"article":"제114조제1항","confidence":0.9,"type":"허용함"},"type":"relationship"}	{"id":11720,"labels":["Entity"],"properties":{"name":"형의 감경"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41180,"start":4615,"end":11756,"label":"RELATION","properties":{"article":"제136조제6항","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11756,"labels":["Entity"],"properties":{"name":"당사자가 간과한 법률상의 사항에 대하여 의견을 진술할 기회를 부여함"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41181,"start":4615,"end":11756,"label":"RELATION","properties":{"article":"제136조제6항","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11756,"labels":["Entity"],"properties":{"name":"당사자가 간과한 법률상의 사항에 대하여 의견을 진술할 기회를 부여함"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41182,"start":4615,"end":11756,"label":"RELATION","properties":{"article":"제136조제6항","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11756,"labels":["Entity"],"properties":{"name":"당사자가 간과한 법률상의 사항에 대하여 의견을 진술할 기회를 부여함"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41183,"start":4615,"end":11756,"label":"RELATION","properties":{"article":"제136조제6항","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":11756,"labels":["Entity"],"properties":{"name":"당사자가 간과한 법률상의 사항에 대하여 의견을 진술할 기회를 부여함"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41184,"start":4615,"end":11757,"label":"RELATION","properties":{"article":"제136조제6항","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11757,"labels":["Entity"],"properties":{"name":"법률적 사항에 대한 석명권 행사"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41185,"start":4615,"end":11757,"label":"RELATION","properties":{"article":"제136조제6항","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11757,"labels":["Entity"],"properties":{"name":"법률적 사항에 대한 석명권 행사"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41186,"start":4615,"end":11757,"label":"RELATION","properties":{"article":"제136조제6항","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11757,"labels":["Entity"],"properties":{"name":"법률적 사항에 대한 석명권 행사"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41187,"start":4615,"end":11757,"label":"RELATION","properties":{"article":"제136조제6항","confidence":0.9,"type":"권한을가짐"},"type":"relationship"}	{"id":11757,"labels":["Entity"],"properties":{"name":"법률적 사항에 대한 석명권 행사"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41311,"start":4615,"end":11833,"label":"RELATION","properties":{"article":"제251조제3항","confidence":0.95,"type":"권한을가짐"},"type":"relationship"}	{"id":11833,"labels":["Entity"],"properties":{"name":"피고인의 출석 명령 및 구속 조치"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41312,"start":4615,"end":11833,"label":"RELATION","properties":{"article":"제251조제3항","confidence":0.95,"type":"권한을가짐"},"type":"relationship"}	{"id":11833,"labels":["Entity"],"properties":{"name":"피고인의 출석 명령 및 구속 조치"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41313,"start":4615,"end":11834,"label":"RELATION","properties":{"article":"제251조제3항","confidence":0.92,"type":"허용함"},"type":"relationship"}	{"id":11834,"labels":["Entity"],"properties":{"name":"피고인의 출석을 명하거나 구속에 관한 조치를 취함"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41314,"start":4615,"end":11834,"label":"RELATION","properties":{"article":"제251조제3항","confidence":0.92,"type":"허용함"},"type":"relationship"}	{"id":11834,"labels":["Entity"],"properties":{"name":"피고인의 출석을 명하거나 구속에 관한 조치를 취함"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41330,"start":4615,"end":11833,"label":"RELATION","properties":{"article":"제251조제3항","confidence":0.9,"type":"허용함"},"type":"relationship"}	{"id":11833,"labels":["Entity"],"properties":{"name":"피고인의 출석 명령 및 구속 조치"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41331,"start":4615,"end":11833,"label":"RELATION","properties":{"article":"제251조제3항","confidence":0.9,"type":"허용함"},"type":"relationship"}	{"id":11833,"labels":["Entity"],"properties":{"name":"피고인의 출석 명령 및 구속 조치"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41561,"start":4615,"end":11986,"label":"RELATION","properties":{"article":"제146조제1항","confidence":1,"type":"허용함"},"type":"relationship"}	{"id":11986,"labels":["Entity"],"properties":{"name":"누구든지 증인으로 신문함"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41562,"start":4615,"end":11986,"label":"RELATION","properties":{"article":"제146조제1항","confidence":1,"type":"허용함"},"type":"relationship"}	{"id":11986,"labels":["Entity"],"properties":{"name":"누구든지 증인으로 신문함"},"type":"node"}
{"id":4615,"labels":["Entity"],"properties":{"name":"법원"},"type":"node"}	{"id":41594,"start":4615,"end":12009,"label":"RELATION","properties":{"article":"제256조제2항","confidence":0.92,"type":"요구함"},"type":"relationship"}	{"id":12009,"labels":["Entity"],"properties":{"name":"답변서 제출 의무의 고지"},"type":"node"}
